# XviD 2pass stat file (core version 1.3.5)
# Please do not modify this file

b 4 0 1350 0 5744 2740
p 2 66 1275 9 25515 3213
b 4 0 1350 0 3990 2379
p 2 19 1324 7 18337 2819
b 4 0 1350 0 3349 2268
p 2 12 1335 3 17456 2680
b 4 0 1350 0 3216 2284
p 2 15 1328 7 17679 2622
b 4 0 1350 0 3454 2194
p 2 16 1330 4 18376 2652
b 4 0 1350 0 3417 2341
p 2 6 1335 9 17648 2683
b 4 0 1350 0 3306 2045
p 2 7 1342 1 19248 2586
b 4 0 1350 0 3534 2387
b 4 0 1350 0 2927 2182
p 2 10 1340 0 17501 2623
b 4 0 1350 0 2694 2106
b 4 0 1350 0 2723 2045
p 2 7 1342 1 16898 2544
b 4 0 1350 0 2901 2178
b 4 0 1350 0 2788 2071
p 2 2 1342 6 15100 2502
i 2 1350 0 0 24454 4058
b 4 0 1350 0 2989 2729
p 2 93 1185 72 13905 3317
b 4 0 1350 0 2882 2618
p 2 49 1230 71 11303 2951
b 4 0 1350 0 4397 3283
p 2 39 1230 81 17443 3446
p 2 278 1024 48 18304 3743
b 4 0 1350 0 5621 3900
p 2 436 914 0 18288 4232
p 2 375 975 0 16360 4072
p 2 366 984 0 15730 4089
p 2 374 976 0 16801 4300
p 2 847 503 0 17106 4822
i 2 1350 0 0 18054 4448
p 2 537 813 0 15628 4227
b 4 0 1350 0 1969 1777
b 4 0 1350 0 1686 1584
p 2 4 1298 48 11907 2850
b 4 0 1350 0 1539 1470
b 4 0 1350 0 1488 1410
p 2 0 1346 4 9253 2436
b 4 0 1350 0 1158 1095
b 4 0 1350 0 1123 1069
p 2 0 1177 173 6487 1884
b 4 0 1350 0 1285 1160
b 4 0 1350 0 1111 1024
p 2 0 1251 99 6515 1815
b 4 0 1350 0 1300 1195
b 4 0 1350 0 1184 1104
p 2 0 1123 227 6923 1755
b 4 0 1350 0 2392 2000
p 2 924 426 0 24923 4620
i 2 1350 0 0 15189 4243
i 2 1350 0 0 16921 4178
i 2 1350 0 0 18190 4184
i 2 1350 0 0 17316 4005
p 2 496 822 32 17577 3649
b 4 0 1350 0 5287 4113
p 2 424 899 27 17263 4065
b 4 0 1350 0 4280 3487
p 2 352 998 0 21199 4103
p 2 263 1083 4 19650 3872
b 4 0 1350 0 5096 4006
p 2 237 1112 1 22057 3915
p 2 145 1205 0 17247 3753
p 2 210 1140 0 18034 4001
p 2 89 1258 3 16469 3707
b 4 0 1350 0 2705 2474
p 2 5 1343 2 12555 2992
i 2 1350 0 0 30827 4785
b 4 0 1350 0 3103 2320
b 4 0 1350 0 3044 2225
p 2 4 1334 12 17009 2507
b 4 0 1350 0 3186 2256
b 4 0 1350 0 3040 2144
p 2 21 1324 5 17330 2478
b 4 0 1350 0 3475 2204
b 4 0 1350 0 3302 2101
p 2 35 1315 0 16240 2572
b 4 0 1350 0 3055 1956
b 4 0 1350 0 3226 2073
p 2 28 1320 2 17092 2591
b 4 0 1350 0 3044 2050
p 2 25 1325 0 15793 2516
b 4 0 1350 0 3143 2089
p 2 22 1327 1 15501 2424
b 4 0 1350 0 3296 2211
p 2 10 1338 2 17629 2510
b 4 0 1350 0 4042 2466
p 2 30 1320 0 18978 2664
b 4 0 1350 0 3782 2297
p 2 62 1287 1 18729 2736
b 4 0 1350 0 3887 2413
b 4 0 1350 0 3504 2199
p 2 20 1328 2 19463 2712
b 4 0 1350 0 3170 2109
b 4 0 1350 0 2552 1825
p 2 4 1343 3 18112 2448
b 4 0 1350 0 2493 1722
b 4 0 1350 0 2479 1735
p 2 4 1344 2 16660 2242
b 4 0 1350 0 2741 1900
b 4 0 1350 0 2947 2115
p 2 2 1347 1 15891 2343
b 4 0 1350 0 2672 2024
p 2 14 1336 0 17001 2546
b 4 0 1350 0 2933 2198
p 2 5 1345 0 17229 2566
b 4 0 1350 0 2804 2105
b 4 0 1350 0 2868 2169
p 2 6 1344 0 16581 2378
b 4 0 1350 0 2501 2022
b 4 0 1350 0 2398 1936
p 2 2 1348 0 16848 2365
b 4 0 1350 0 2432 1862
b 4 0 1350 0 2378 1889
p 2 2 1348 0 16353 2261
b 4 0 1350 0 2038 1611
b 4 0 1350 0 2095 1632
p 2 7 1343 0 15886 2135
b 4 0 1350 0 2389 1800
b 4 0 1350 0 2643 1952
p 2 2 1348 0 15701 2193
b 4 0 1350 0 2583 1931
b 4 0 1350 0 2528 1900
p 2 17 1333 0 17262 2477
b 4 0 1350 0 2056 1735
p 2 6 1342 2 14486 2171
b 4 0 1350 0 1903 1498
b 4 0 1350 0 1933 1496
p 2 0 1348 2 13813 2049
b 4 0 1350 0 2274 1692
b 4 0 1350 0 2799 1893
p 2 30 1317 3 15730 2314
b 4 0 1350 0 3758 1794
p 2 112 1236 2 20010 2671
b 4 0 1350 0 4015 1760
p 2 100 1247 3 18506 2645
b 4 0 1350 0 3003 1681
p 2 39 1305 6 17689 2278
b 4 0 1350 0 2833 1594
b 4 0 1350 0 2739 1588
p 2 6 1338 6 17987 2233
b 4 0 1350 0 2600 1582
b 4 0 1350 0 3297 1686
p 2 7 1341 2 18440 2207
b 4 0 1350 0 3321 1709
p 2 34 1316 0 19507 2400
b 4 0 1350 0 3580 1884
p 2 21 1325 4 17585 2341
b 4 0 1350 0 3472 2058
p 2 43 1307 0 17365 2394
b 4 0 1350 0 3035 1715
p 2 29 1302 19 19139 2369
b 4 0 1350 0 2492 1536
p 2 5 1337 8 17445 2130
b 4 0 1350 0 2620 1560
p 2 4 1339 7 16375 2138
b 4 0 1350 0 2388 1405
p 2 2 1343 5 19860 2251
b 4 0 1350 0 2410 1475
p 2 2 1339 9 17540 2213
b 4 0 1350 0 2448 1477
p 2 3 1340 7 17808 2275
b 4 0 1350 0 3195 1964
p 2 5 1338 7 17297 2247
b 4 0 1350 0 3474 2187
p 2 17 1328 5 18557 2383
b 4 0 1350 0 3770 2107
p 2 65 1283 2 18997 2671
b 4 0 1350 0 3334 2086
p 2 34 1309 7 19241 2553
b 4 0 1350 0 2890 1865
p 2 19 1322 9 16328 2440
b 4 0 1350 0 2263 1375
p 2 0 1343 7 17249 2225
b 4 0 1350 0 2596 1621
p 2 34 1301 15 16230 2409
b 4 0 1350 0 3047 1781
p 2 71 1266 13 17695 2645
b 4 0 1350 0 3195 1890
p 2 52 1293 5 18937 2696
b 4 0 1350 0 3248 1814
p 2 20 1326 4 21249 2537
b 4 0 1350 0 2652 1538
p 2 6 1338 6 16120 2221
b 4 0 1350 0 2897 1657
p 2 11 1333 6 18059 2347
b 4 0 1350 0 3026 1726
p 2 11 1328 11 19069 2368
b 4 0 1350 0 2703 1704
p 2 6 1334 10 16350 2285
b 4 0 1350 0 2510 1727
p 2 3 1335 12 16699 2269
b 4 0 1350 0 2097 1370
p 2 9 1334 7 16284 2154
b 4 0 1350 0 2143 1467
p 2 14 1330 6 15513 2202
b 4 0 1350 0 2519 1715
b 4 0 1350 0 2344 1587
p 2 3 1343 4 15854 2188
b 4 0 1350 0 2504 1799
b 4 0 1350 0 2376 1693
p 2 3 1345 2 16005 2199
b 4 0 1350 0 2181 1602
b 4 0 1350 0 2123 1543
p 2 5 1337 8 14708 2077
b 4 0 1350 0 2003 1429
b 4 0 1350 0 1964 1394
p 2 1 1339 10 14472 2020
b 4 0 1350 0 1722 1328
b 4 0 1350 0 1649 1234
p 2 1 1342 7 14449 2026
b 4 0 1350 0 1304 1095
p 2 1 1332 17 13506 2031
b 4 0 1350 0 1516 1217
b 4 0 1350 0 1561 1292
p 2 1 1346 3 13141 1986
b 4 0 1350 0 1410 1153
p 2 5 1339 6 14057 2011
b 4 0 1350 0 1942 1536
b 4 0 1350 0 1943 1484
p 2 6 1344 0 12341 1952
b 4 0 1350 0 2013 1584
b 4 0 1350 0 2153 1617
p 2 7 1337 6 12874 2018
b 4 0 1350 0 2225 1682
b 4 0 1350 0 2123 1569
p 2 8 1333 9 14341 2126
b 4 0 1350 0 1804 1390
b 4 0 1350 0 1834 1371
p 2 1 1349 0 16319 2088
b 4 0 1350 0 1825 1340
b 4 0 1350 0 2116 1549
p 2 2 1343 5 13911 2090
b 4 0 1350 0 1425 1114
p 2 4 1328 18 12745 1976
b 4 0 1350 0 1688 1194
b 4 0 1350 0 2084 1482
p 2 2 1335 13 13169 1998
b 4 0 1350 0 1877 1376
b 4 0 1350 0 1940 1448
p 2 2 1341 7 14552 2121
b 4 0 1350 0 1439 1221
b 4 0 1350 0 1519 1235
p 2 0 1347 3 13927 1988
b 4 0 1350 0 1225 1052
p 2 0 1336 14 11619 1877
b 4 0 1350 0 996 929
p 2 0 1334 16 10843 1886
b 4 0 1350 0 993 871
p 2 1 1319 30 11571 1916
b 4 0 1350 0 1060 913
p 2 4 1325 21 12043 1948
b 4 0 1350 0 1352 1147
p 2 4 1341 5 13632 1961
b 4 0 1350 0 1122 963
p 2 0 1316 34 11278 1868
b 4 0 1350 0 2017 1471
b 4 0 1350 0 1741 1146
p 2 0 1338 12 15045 2047
b 4 0 1350 0 1769 1234
p 2 1 1344 5 15447 2107
b 4 0 1350 0 3044 1914
b 4 0 1350 0 2820 1633
p 2 8 1339 3 17044 2197
b 4 0 1350 0 2259 1220
p 2 9 1340 1 18134 2266
b 4 0 1350 0 2021 1085
p 2 9 1315 26 16138 2091
b 4 0 1350 0 2522 1564
b 4 0 1350 0 2216 1430
p 2 1 1343 6 17001 2065
b 4 0 1350 0 2012 1319
p 2 5 1330 15 14325 1989
b 4 0 1350 0 2291 1371
p 2 7 1319 24 14067 2057
b 4 0 1350 0 2086 1376
p 2 0 1342 8 15637 2112
b 4 0 1350 0 2142 1340
p 2 8 1335 7 15341 2108
b 4 0 1350 0 2381 1566
p 2 12 1331 7 16317 2134
b 4 0 1350 0 2060 1300
p 2 6 1342 2 15592 2056
b 4 0 1350 0 2320 1513
p 2 9 1332 9 15104 2105
b 4 0 1350 0 1947 1253
p 2 11 1333 6 15493 2136
b 4 0 1350 0 2064 1440
p 2 6 1340 4 15485 2170
b 4 0 1350 0 2261 1559
p 2 32 1309 9 17487 2447
b 4 0 1350 0 1888 1385
p 2 19 1324 7 16423 2297
b 4 0 1350 0 1902 1353
p 2 13 1323 14 15166 2288
b 4 0 1350 0 2523 1507
p 2 19 1325 6 15907 2349
b 4 0 1350 0 2917 1847
p 2 11 1329 10 15491 2367
b 4 0 1350 0 3376 2117
p 2 16 1326 8 16134 2518
b 4 0 1350 0 3609 2090
p 2 21 1325 4 17479 2665
b 4 0 1350 0 3862 2521
p 2 24 1324 2 18614 2767
b 4 0 1350 0 3025 2141
p 2 5 1330 15 18048 2631
b 4 0 1350 0 3148 2173
b 4 0 1350 0 3221 2175
p 2 9 1341 0 17382 2499
b 4 0 1350 0 3098 2198
p 2 10 1339 1 16623 2552
b 4 0 1350 0 2992 2153
p 2 10 1340 0 19167 2599
b 4 0 1350 0 2993 2183
p 2 7 1343 0 18003 2507
b 4 0 1350 0 3465 2444
b 4 0 1350 0 3403 2378
p 2 7 1343 0 18666 2620
b 4 0 1350 0 3388 2369
b 4 0 1350 0 3444 2435
p 2 10 1340 0 19869 2600
b 4 0 1350 0 3324 2398
b 4 0 1350 0 3300 2293
p 2 12 1338 0 19843 2624
b 4 0 1350 0 3496 2467
b 4 0 1350 0 3229 2215
p 2 13 1337 0 20833 2729
b 4 0 1350 0 3436 2507
b 4 0 1350 0 3306 2415
p 2 8 1341 1 19161 2644
b 4 0 1350 0 3122 2218
b 4 0 1350 0 2952 2168
p 2 10 1340 0 18634 2545
b 4 0 1350 0 3418 2521
b 4 0 1350 0 3574 2485
p 2 9 1341 0 20362 2511
b 4 0 1350 0 3631 2624
b 4 0 1350 0 3372 2458
p 2 14 1336 0 18091 2509
b 4 0 1350 0 3250 2417
b 4 0 1350 0 2901 2104
p 2 3 1346 1 18151 2635
b 4 0 1350 0 3192 2370
b 4 0 1350 0 3267 2385
p 2 4 1345 1 18683 2544
b 4 0 1350 0 2881 2034
b 4 0 1350 0 2917 2184
p 2 6 1344 0 18185 2521
b 4 0 1350 0 2705 2058
b 4 0 1350 0 2640 2052
p 2 1 1349 0 17134 2393
b 4 0 1350 0 2523 2020
b 4 0 1350 0 2521 1988
p 2 7 1343 0 17343 2331
b 4 0 1350 0 2089 1627
b 4 0 1350 0 2205 1703
p 2 1 1348 1 17614 2294
b 4 0 1350 0 2220 1765
b 4 0 1350 0 2259 1786
p 2 7 1341 2 16562 2266
b 4 0 1350 0 2545 1888
b 4 0 1350 0 2422 1798
p 2 14 1335 1 18099 2344
p 2 0 1345 5 14039 2056
i 2 1350 0 0 30674 4857
b 4 0 1350 0 2028 1665
b 4 0 1350 0 1958 1543
p 2 2 1150 198 10862 2068
b 4 0 1350 0 2373 1742
b 4 0 1350 0 2193 1690
p 2 1 1137 212 10562 2014
b 4 0 1350 0 2106 1630
b 4 0 1350 0 2110 1607
p 2 1 1152 197 11361 2108
b 4 0 1350 0 2469 1809
b 4 0 1350 0 2365 1835
p 2 1 1179 170 14557 2334
b 4 0 1350 0 2554 1930
b 4 0 1350 0 2445 1835
p 2 9 1157 184 13428 2378
b 4 0 1350 0 2872 2119
b 4 0 1350 0 2681 2049
p 2 0 1172 178 12514 2401
b 4 0 1350 0 2500 1945
b 4 0 1350 0 2377 1874
p 2 5 1173 172 11420 2370
b 4 0 1350 0 2537 2030
b 4 0 1350 0 2388 1943
p 2 2 1224 124 12609 2520
b 4 0 1350 0 2369 1893
b 4 0 1350 0 2368 1888
p 2 2 1232 116 11177 2482
b 4 0 1350 0 2404 1992
b 4 0 1350 0 2396 1949
p 2 4 1237 109 11216 2441
b 4 0 1350 0 2964 2166
b 4 0 1350 0 2869 2031
p 2 7 1228 115 11699 2460
b 4 0 1350 0 2634 2197
b 4 0 1350 0 2530 2140
p 2 15 1231 104 13434 2721
b 4 0 1350 0 2439 2040
b 4 0 1350 0 2542 2045
p 2 5 1172 173 13291 2423
b 4 0 1350 0 2266 1772
b 4 0 1350 0 1982 1672
p 2 0 1146 204 9346 2109
b 4 0 1350 0 2066 1776
b 4 0 1350 0 1903 1623
p 2 0 1107 243 9933 2081
b 4 0 1350 0 1758 1550
b 4 0 1350 0 1700 1484
p 2 0 1118 232 8762 2016
b 4 0 1350 0 1866 1529
b 4 0 1350 0 1686 1485
p 2 0 1089 261 8683 1920
i 2 1350 0 0 46968 4826
b 4 0 1350 0 1547 1332
b 4 0 1350 0 1627 1441
p 2 1 1348 1 14883 1996
b 4 0 1350 0 1847 1510
b 4 0 1350 0 1778 1427
p 2 0 1350 0 16265 2063
b 4 0 1350 0 1666 1390
b 4 0 1350 0 1879 1522
p 2 2 1347 1 15146 1944
b 4 0 1350 0 1544 1236
b 4 0 1350 0 1953 1523
p 2 4 1344 2 17295 2012
b 4 0 1350 0 1251 1008
p 2 1 1345 4 15396 1959
b 4 0 1350 0 1329 1063
p 2 0 1335 15 14307 1957
b 4 0 1350 0 1753 1455
b 4 0 1350 0 1835 1475
p 2 8 1338 4 13937 2045
b 4 0 1350 0 2628 1927
b 4 0 1350 0 2925 1977
p 2 44 1303 3 18621 2449
b 4 0 1350 0 3375 1685
p 2 67 1282 1 21838 2575
b 4 0 1350 0 3604 1902
p 2 30 1309 11 18140 2378
b 4 0 1350 0 3015 1888
p 2 50 1290 10 17940 2394
b 4 0 1350 0 2476 1709
p 2 11 1329 10 17422 2258
b 4 0 1350 0 1944 1356
p 2 2 1330 18 15743 2054
b 4 0 1350 0 1501 1184
p 2 1 1339 10 15840 2083
b 4 0 1350 0 1524 1211
p 2 0 1345 5 16871 2102
b 4 0 1350 0 1589 1211
p 2 0 1343 7 14916 2037
b 4 0 1350 0 1544 1221
p 2 0 1342 8 14094 1960
b 4 0 1350 0 2293 1862
b 4 0 1350 0 2302 1777
p 2 2 1348 0 14813 2113
b 4 0 1350 0 2152 1743
b 4 0 1350 0 1976 1624
p 2 2 1346 2 14716 2066
b 4 0 1350 0 1701 1417
b 4 0 1350 0 2067 1730
p 2 0 1346 4 14780 1990
b 4 0 1350 0 1704 1388
b 4 0 1350 0 1689 1401
p 2 0 1344 6 14492 2010
b 4 0 1350 0 2108 1804
b 4 0 1350 0 2124 1794
p 2 0 1349 1 14644 2100
b 4 0 1350 0 2828 1972
b 4 0 1350 0 3176 2269
p 2 20 1327 3 19144 2554
b 4 0 1350 0 3287 2386
p 2 13 1336 1 19794 2667
b 4 0 1350 0 3682 2594
p 2 16 1332 2 18176 2804
b 4 0 1350 0 3756 2757
p 2 13 1337 0 18418 2774
b 4 0 1350 0 3265 2512
p 2 9 1341 0 18735 2727
b 4 0 1350 0 3367 2347
b 4 0 1350 0 3241 2274
p 2 3 1344 3 17085 2569
b 4 0 1350 0 3436 2457
p 2 12 1336 2 16934 2652
b 4 0 1350 0 3949 2432
p 2 35 1315 0 17982 2798
b 4 0 1350 0 3305 2368
p 2 15 1335 0 18316 2629
b 4 0 1350 0 3242 2328
p 2 48 1302 0 16185 2607
b 4 0 1350 0 3916 2314
p 2 82 1268 0 16203 2801
b 4 0 1350 0 4092 2478
p 2 91 1256 3 17543 2886
b 4 0 1350 0 3827 2471
p 2 53 1295 2 17248 2745
b 4 0 1350 0 3639 2453
p 2 22 1328 0 16053 2700
b 4 0 1350 0 3658 2455
p 2 31 1319 0 16155 2789
b 4 0 1350 0 3453 2545
p 2 7 1338 5 15614 2703
b 4 0 1350 0 3969 2676
p 2 14 1334 2 16324 2727
b 4 0 1350 0 3059 2276
p 2 9 1336 5 17241 2598
i 2 1350 0 0 22208 4750
b 4 0 1350 0 3529 2320
b 4 0 1350 0 3903 2493
p 2 58 1288 4 15749 3017
b 4 0 1350 0 4364 2502
p 2 51 1280 19 12876 3011
b 4 0 1350 0 4051 2503
b 4 0 1350 0 3938 2338
p 2 17 1329 4 11168 2839
b 4 0 1350 0 4671 2742
p 2 148 1182 20 15646 3319
b 4 0 1350 0 4950 2838
p 2 91 1258 1 18839 3431
b 4 0 1350 0 4695 2588
b 4 0 1350 0 4492 2326
p 2 9 1333 8 15544 2841
b 4 0 1350 0 3949 2485
b 4 0 1350 0 3757 2460
p 2 23 1315 12 15234 3040
b 4 0 1350 0 2865 2166
b 4 0 1350 0 2934 2003
p 2 0 1342 8 12911 2662
b 4 0 1350 0 2832 2147
b 4 0 1350 0 2715 1975
p 2 7 1338 5 13519 2759
b 4 0 1350 0 2831 2010
b 4 0 1350 0 2853 1967
p 2 1 1329 20 11071 2489
b 4 0 1350 0 3451 2452
b 4 0 1350 0 3361 2423
p 2 18 1316 16 12451 2768
b 4 0 1350 0 3771 2659
b 4 0 1350 0 4054 2733
p 2 40 1296 14 13681 2973
b 4 0 1350 0 3737 2572
b 4 0 1350 0 3603 2417
p 2 4 1343 3 13325 2861
b 4 0 1350 0 3239 2201
b 4 0 1350 0 2994 2153
p 2 4 1328 18 10917 2779
b 4 0 1350 0 3144 2261
b 4 0 1350 0 3169 2295
p 2 16 1326 8 11073 2820
b 4 0 1350 0 2803 2304
b 4 0 1350 0 2690 2231
p 2 0 1330 20 9990 2640
b 4 0 1350 0 2651 2168
b 4 0 1350 0 2678 2208
p 2 2 1343 5 9775 2662
b 4 0 1350 0 2703 2243
b 4 0 1350 0 2780 2225
p 2 5 1328 17 9774 2745
b 4 0 1350 0 3399 2599
b 4 0 1350 0 3411 2584
p 2 25 1321 4 11840 3099
b 4 0 1350 0 3797 2741
p 2 109 1219 22 13989 3330
b 4 0 1350 0 4279 2891
p 2 83 1264 3 17232 3386
b 4 0 1350 0 4291 2725
p 2 20 1330 0 17530 3123
b 4 0 1350 0 3441 2449
b 4 0 1350 0 3182 2363
p 2 7 1343 0 13475 2793
b 4 0 1350 0 3151 2295
b 4 0 1350 0 3142 2360
p 2 16 1333 1 14416 2829
b 4 0 1350 0 3327 2439
b 4 0 1350 0 3300 2446
p 2 14 1333 3 14170 2798
b 4 0 1350 0 3538 2472
b 4 0 1350 0 3719 2667
p 2 9 1333 8 14218 2830
b 4 0 1350 0 4417 2843
p 2 31 1316 3 13832 3032
b 4 0 1350 0 4022 2522
p 2 39 1304 7 11695 2957
b 4 0 1350 0 3467 2524
p 2 29 1308 13 9955 2836
b 4 0 1350 0 3407 2490
b 4 0 1350 0 3251 2525
p 2 7 1324 19 9409 2811
b 4 0 1350 0 2964 2337
b 4 0 1350 0 3034 2295
p 2 6 1337 7 10457 2853
b 4 0 1350 0 3412 2451
p 2 20 1305 25 11324 2813
b 4 0 1350 0 3723 2528
p 2 82 1264 4 13190 3077
b 4 0 1350 0 4431 2867
p 2 87 1259 4 15287 3235
b 4 0 1350 0 3932 2530
p 2 30 1315 5 15940 3065
b 4 0 1350 0 4181 2479
b 4 0 1350 0 4299 2527
p 2 41 1299 10 15944 3057
b 4 0 1350 0 4515 2664
b 4 0 1350 0 4602 2673
p 2 24 1317 9 14420 2957
b 4 0 1350 0 4699 2940
p 2 38 1305 7 13577 3144
b 4 0 1350 0 3964 2603
p 2 20 1325 5 11783 2987
b 4 0 1350 0 3404 2603
p 2 34 1306 10 11024 3085
b 4 0 1350 0 4342 3009
b 4 0 1350 0 4079 2860
p 2 32 1311 7 11472 3154
b 4 0 1350 0 4068 2764
b 4 0 1350 0 3865 2714
p 2 9 1305 36 11331 2897
b 4 0 1350 0 3357 2616
b 4 0 1350 0 3036 2437
p 2 7 1337 6 10415 2930
b 4 0 1350 0 3138 2623
b 4 0 1350 0 3098 2600
p 2 22 1302 26 9240 2983
b 4 0 1350 0 3201 2759
b 4 0 1350 0 3208 2786
p 2 145 1199 6 10143 3544
b 4 0 1350 0 3104 2714
p 2 105 1235 10 10390 3534
b 4 0 1350 0 3225 2786
p 2 92 1255 3 11691 3582
b 4 0 1350 0 3760 3048
p 2 65 1281 4 12880 3486
b 4 0 1350 0 4500 3213
p 2 118 1231 1 14915 3815
b 4 0 1350 0 4942 3335
p 2 166 1184 0 18217 4005
b 4 0 1350 0 4733 3216
p 2 116 1234 0 18073 3687
b 4 0 1350 0 3948 3108
p 2 59 1291 0 20224 3446
b 4 0 1350 0 4024 3000
p 2 28 1322 0 18509 3154
b 4 0 1350 0 4229 3052
p 2 64 1286 0 20015 3548
b 4 0 1350 0 4471 3112
p 2 83 1265 2 20104 3389
b 4 0 1350 0 3417 2471
p 2 11 1333 6 18676 2771
b 4 0 1350 0 4065 2633
p 2 53 1294 3 23872 2960
b 4 0 1350 0 2958 2184
p 2 26 1321 3 23507 2750
b 4 0 1350 0 3875 2299
p 2 74 1272 4 29648 3005
b 4 0 1350 0 4483 2226
p 2 4 1336 10 32050 2443
b 4 0 1350 0 6383 2140
b 4 0 1350 0 5846 2017
p 2 33 1310 7 31289 2475
b 4 0 1350 0 3868 1962
p 2 0 1344 6 25281 2162
b 4 0 1350 0 5842 2300
b 4 0 1350 0 5786 2275
p 2 37 1309 4 26798 2540
b 4 0 1350 0 6561 2335
p 2 86 1262 2 40028 2977
b 4 0 1350 0 6697 2255
p 2 67 1280 3 35001 2669
b 4 0 1350 0 7860 2347
p 2 79 1259 12 36851 2779
b 4 0 1350 0 7104 2213
p 2 115 1231 4 34183 2990
b 4 0 1350 0 7503 2442
p 2 110 1226 14 30681 2863
b 4 0 1350 0 9044 2684
p 2 122 1223 5 32013 3042
b 4 0 1350 0 7384 2555
p 2 54 1295 1 32982 2903
b 4 0 1350 0 5159 2435
p 2 32 1314 4 31110 2777
b 4 0 1350 0 5115 2252
b 4 0 1350 0 4884 2178
p 2 22 1321 7 27220 2572
b 4 0 1350 0 5001 2228
p 2 18 1326 6 26044 2564
b 4 0 1350 0 6394 2381
p 2 97 1241 12 28762 2879
b 4 0 1350 0 6616 2521
p 2 60 1279 11 30484 2811
b 4 0 1350 0 4968 2098
p 2 17 1330 3 27691 2693
b 4 0 1350 0 4790 2148
b 4 0 1350 0 4931 2184
p 2 16 1330 4 27968 2651
b 4 0 1350 0 4321 2141
b 4 0 1350 0 4597 2335
p 2 22 1326 2 27523 2638
b 4 0 1350 0 4696 2253
b 4 0 1350 0 4484 2281
p 2 27 1318 5 25272 2582
b 4 0 1350 0 4581 2246
b 4 0 1350 0 4609 2307
p 2 29 1314 7 27730 2676
p 2 7 1337 6 21273 2360
i 2 1350 0 0 18468 4385
b 4 0 1350 0 1644 1222
b 4 0 1350 0 1774 1242
p 2 22 1259 69 10477 1987
b 4 0 1350 0 1288 964
b 4 0 1350 0 1009 913
p 2 10 1269 71 7206 1870
b 4 0 1350 0 942 842
b 4 0 1350 0 1122 897
p 2 0 1257 93 5696 1737
b 4 0 1350 0 1017 895
b 4 0 1350 0 1126 952
p 2 0 1286 64 7481 1852
b 4 0 1350 0 2157 884
b 4 0 1350 0 1958 857
p 2 6 1214 130 6293 1762
b 4 0 1350 0 852 797
b 4 0 1350 0 914 844
p 2 0 1211 139 4882 1666
b 4 0 1350 0 1398 890
b 4 0 1350 0 965 753
p 2 9 1192 149 6666 1694
b 4 0 1350 0 1653 1028
b 4 0 1350 0 1717 978
p 2 21 1216 113 10756 1897
b 4 0 1350 0 1457 895
b 4 0 1350 0 1495 895
p 2 22 1163 165 7920 1808
b 4 0 1350 0 981 825
b 4 0 1350 0 899 828
p 2 3 1191 156 6888 1718
b 4 0 1350 0 907 787
b 4 0 1350 0 988 824
p 2 2 1197 151 6853 1708
b 4 0 1350 0 1034 862
b 4 0 1350 0 967 882
p 2 2 1269 79 8470 1851
b 4 0 1350 0 865 719
b 4 0 1350 0 1063 826
p 2 4 1179 167 7418 1698
b 4 0 1350 0 1066 901
b 4 0 1350 0 1215 905
p 2 8 1198 144 7044 1686
b 4 0 1350 0 1366 790
b 4 0 1350 0 1478 861
p 2 28 1148 174 7230 1791
b 4 0 1350 0 1387 908
b 4 0 1350 0 1053 818
p 2 10 1221 119 7516 1924
b 4 0 1350 0 835 731
b 4 0 1350 0 891 750
p 2 5 1168 177 5622 1710
b 4 0 1350 0 760 693
b 4 0 1350 0 1084 835
p 2 0 1169 181 5006 1628
b 4 0 1350 0 759 687
b 4 0 1350 0 741 689
p 2 0 1142 208 5022 1649
b 4 0 1350 0 1031 878
b 4 0 1350 0 1507 1036
p 2 0 1244 106 7063 1787
b 4 0 1350 0 916 789
b 4 0 1350 0 844 730
p 2 1 1176 173 6652 1662
b 4 0 1350 0 774 732
b 4 0 1350 0 871 787
p 2 0 1238 112 6054 1693
b 4 0 1350 0 785 699
b 4 0 1350 0 866 725
p 2 0 1179 171 5204 1637
b 4 0 1350 0 983 906
b 4 0 1350 0 1324 1039
p 2 0 1221 129 6454 1764
b 4 0 1350 0 763 728
b 4 0 1350 0 892 830
p 2 0 1177 173 5052 1666
b 4 0 1350 0 1147 891
b 4 0 1350 0 912 796
p 2 0 1171 179 5260 1645
b 4 0 1350 0 887 767
b 4 0 1350 0 815 729
p 2 0 1188 162 5684 1671
b 4 0 1350 0 1027 879
b 4 0 1350 0 1077 905
p 2 0 1252 98 7004 1791
b 4 0 1350 0 1064 834
b 4 0 1350 0 755 730
p 2 0 1212 138 5475 1685
b 4 0 1350 0 880 810
b 4 0 1350 0 1224 870
p 2 0 1198 152 5157 1635
b 4 0 1350 0 857 755
b 4 0 1350 0 861 758
p 2 0 1228 122 6905 1715
b 4 0 1350 0 892 846
b 4 0 1350 0 999 934
p 2 0 1241 109 7602 1782
b 4 0 1350 0 902 839
b 4 0 1350 0 1101 897
p 2 0 1195 155 6796 1684
b 4 0 1350 0 1018 878
b 4 0 1350 0 1046 862
p 2 1 1207 142 8704 1788
b 4 0 1350 0 1221 924
b 4 0 1350 0 1419 953
p 2 3 1216 131 9600 1829
b 4 0 1350 0 1799 1147
b 4 0 1350 0 2064 1261
p 2 21 1264 65 10347 2112
b 4 0 1350 0 1296 1005
b 4 0 1350 0 1405 1067
p 2 6 1184 160 7213 1842
b 4 0 1350 0 1047 943
