# XviD 2pass stat file (core version 1.3.5)
# Please do not modify this file

b 4 0 1350 0 3781 2549
p 2 15 1324 11 12293 2713
b 4 0 1350 0 4148 2762
p 2 184 1156 10 20778 3532
b 4 0 1350 0 3620 2603
p 2 25 1325 0 23885 3294
b 4 0 1350 0 3939 2646
p 2 29 1319 2 17946 3148
b 4 0 1350 0 4083 2552
p 2 9 1341 0 15514 2869
b 4 0 1350 0 3574 2320
p 2 11 1338 1 16168 2841
b 4 0 1350 0 3503 2156
p 2 12 1333 5 14672 2734
b 4 0 1350 0 3873 2298
p 2 10 1335 5 15079 2674
b 4 0 1350 0 4486 2930
p 2 330 1020 0 31655 4232
b 4 0 1350 0 4477 2992
p 2 203 1147 0 20175 4002
b 4 0 1350 0 3790 2666
p 2 33 1317 0 14972 2930
b 4 0 1350 0 3514 2435
p 2 40 1309 1 18604 3132
b 4 0 1350 0 3597 2436
p 2 79 1271 0 18641 3356
b 4 0 1350 0 4064 2529
p 2 18 1327 5 16579 2926
b 4 0 1350 0 3488 2409
p 2 10 1340 0 20684 2887
b 4 0 1350 0 3363 2258
p 2 11 1338 1 16954 2764
b 4 0 1350 0 3149 2049
p 2 5 1345 0 16086 2682
b 4 0 1350 0 2954 1973
p 2 5 1342 3 16433 2615
b 4 0 1350 0 3092 2013
b 4 0 1350 0 3324 2109
p 2 5 1338 7 15829 2554
b 4 0 1350 0 3056 1898
p 2 12 1319 19 15028 2534
b 4 0 1350 0 3887 2474
p 2 194 1156 0 30195 3764
b 4 0 1350 0 3803 2307
p 2 17 1332 1 18303 3021
b 4 0 1350 0 2874 1820
p 2 3 1346 1 16059 2646
b 4 0 1350 0 3243 1818
b 4 0 1350 0 3415 1940
p 2 9 1334 7 19295 2719
b 4 0 1350 0 3679 2340
p 2 10 1334 6 17698 2726
b 4 0 1350 0 3600 2458
p 2 200 1148 2 20929 3869
b 4 0 1350 0 6590 3387
b 4 0 1350 0 5041 2790
p 2 3 1343 4 12148 2529
b 4 0 1350 0 3555 2376
p 2 164 1176 10 18604 3206
b 4 0 1350 0 2708 1869
p 2 9 1334 7 18793 2927
b 4 0 1350 0 2422 1651
p 2 42 1300 8 18281 2928
b 4 0 1350 0 3251 1975
b 4 0 1350 0 2848 1900
p 2 5 1342 3 13281 2425
b 4 0 1350 0 3320 1983
b 4 0 1350 0 3675 2155
p 2 0 1345 5 12313 2243
b 4 0 1350 0 2702 1750
b 4 0 1350 0 2217 1459
p 2 3 1340 7 13772 2270
b 4 0 1350 0 2794 2010
b 4 0 1350 0 3222 2295
p 2 185 1165 0 26506 3784
b 4 0 1350 0 2726 1950
p 2 75 1272 3 16877 3272
b 4 0 1350 0 2529 1916
p 2 96 1232 22 16270 2929
b 4 0 1350 0 2383 1638
p 2 11 1333 6 16335 2732
b 4 0 1350 0 2373 1552
p 2 3 1345 2 20428 2709
b 4 0 1350 0 2318 1624
p 2 1 1348 1 14533 2558
b 4 0 1350 0 2535 1770
b 4 0 1350 0 2725 1796
p 2 1 1345 4 14350 2294
b 4 0 1350 0 2158 1460
b 4 0 1350 0 2650 1776
p 2 0 1340 10 13963 2273
b 4 0 1350 0 4097 2536
p 2 204 1144 2 21836 3590
b 4 0 1350 0 2132 1677
b 4 0 1350 0 2171 1588
p 2 42 1301 7 15430 2708
b 4 0 1350 0 1742 1382
b 4 0 1350 0 2072 1603
p 2 0 1342 8 13963 2310
b 4 0 1350 0 1842 1311
b 4 0 1350 0 2070 1465
p 2 0 1338 12 10071 2052
b 4 0 1350 0 1777 1272
p 2 1 1348 1 17851 2867
b 4 0 1350 0 2466 1778
b 4 0 1350 0 2300 1706
p 2 0 1345 5 10390 2358
b 4 0 1350 0 2580 1922
p 2 265 1081 4 20864 3813
b 4 0 1350 0 4679 2843
b 4 0 1350 0 2628 1861
p 2 16 1332 2 14509 2573
b 4 0 1350 0 3447 2185
b 4 0 1350 0 2379 1632
p 2 51 1286 13 17551 2833
b 4 0 1350 0 2711 1914
p 2 0 1349 1 16385 2696
b 4 0 1350 0 2503 1660
b 4 0 1350 0 2968 1834
p 2 0 1337 13 14809 2381
b 4 0 1350 0 2512 1508
b 4 0 1350 0 2425 1500
p 2 1 1343 6 12926 2308
b 4 0 1350 0 2951 1916
b 4 0 1350 0 2130 1489
p 2 0 1339 11 11905 2123
b 4 0 1350 0 2409 1550
b 4 0 1350 0 2540 1615
p 2 0 1340 10 11004 2098
b 4 0 1350 0 1914 1327
b 4 0 1350 0 1915 1431
p 2 0 1337 13 11660 2040
p 2 0 1342 8 10842 2137
i 2 1350 0 0 44288 5167
b 4 0 1350 0 4006 2587
b 4 0 1350 0 3563 2482
p 2 7 1343 0 20194 2860
b 4 0 1350 0 3666 2565
b 4 0 1350 0 3620 2556
p 2 19 1330 1 22240 2895
b 4 0 1350 0 3884 2668
b 4 0 1350 0 3645 2418
p 2 1 1349 0 21104 2844
b 4 0 1350 0 4045 2778
b 4 0 1350 0 4079 2726
p 2 4 1346 0 26597 2890
b 4 0 1350 0 4420 2906
b 4 0 1350 0 4055 2651
p 2 5 1345 0 23642 2985
b 4 0 1350 0 4656 2880
b 4 0 1350 0 4709 2662
p 2 1 1348 1 26745 2911
b 4 0 1350 0 4929 2957
b 4 0 1350 0 4324 2561
p 2 4 1346 0 28082 3031
b 4 0 1350 0 5227 3020
b 4 0 1350 0 5285 2904
p 2 0 1350 0 32970 3011
b 4 0 1350 0 4885 2861
b 4 0 1350 0 4814 2408
p 2 0 1350 0 26077 2917
b 4 0 1350 0 5341 2887
b 4 0 1350 0 4632 2596
p 2 4 1346 0 27258 2895
b 4 0 1350 0 5048 2716
b 4 0 1350 0 4326 2675
p 2 4 1346 0 25503 2825
b 4 0 1350 0 4867 2745
b 4 0 1350 0 4602 2682
p 2 7 1343 0 29140 3022
b 4 0 1350 0 4571 2791
b 4 0 1350 0 4182 2478
p 2 5 1345 0 23058 2841
b 4 0 1350 0 3875 2480
b 4 0 1350 0 4151 2397
p 2 0 1349 1 23294 2732
b 4 0 1350 0 4544 2810
b 4 0 1350 0 4606 2602
p 2 1 1349 0 22152 2759
b 4 0 1350 0 4290 2655
b 4 0 1350 0 4086 2672
p 2 0 1350 0 26313 2769
b 4 0 1350 0 4274 2771
b 4 0 1350 0 4255 2411
p 2 2 1348 0 23656 2683
b 4 0 1350 0 4349 2686
b 4 0 1350 0 3969 2546
p 2 2 1348 0 24007 2753
b 4 0 1350 0 4684 2700
b 4 0 1350 0 4554 2479
p 2 3 1347 0 26062 2739
b 4 0 1350 0 5544 2570
b 4 0 1350 0 5162 2338
p 2 2 1348 0 30197 2702
b 4 0 1350 0 5482 2637
b 4 0 1350 0 5927 2719
p 2 4 1346 0 28142 2798
b 4 0 1350 0 6228 2654
b 4 0 1350 0 6003 2715
p 2 10 1338 2 27811 2789
b 4 0 1350 0 5891 2587
b 4 0 1350 0 5529 2473
p 2 21 1329 0 26119 2701
b 4 0 1350 0 5743 2783
b 4 0 1350 0 5683 2612
p 2 5 1345 0 29765 2794
b 4 0 1350 0 5061 2302
b 4 0 1350 0 4905 2169
p 2 13 1337 0 25813 2834
b 4 0 1350 0 5427 2417
b 4 0 1350 0 4996 2167
p 2 12 1334 4 25624 2778
b 4 0 1350 0 5517 2672
b 4 0 1350 0 5578 2560
p 2 14 1336 0 25157 2686
b 4 0 1350 0 5267 2495
b 4 0 1350 0 5448 2606
p 2 11 1339 0 27145 2800
b 4 0 1350 0 4765 2501
b 4 0 1350 0 4815 2433
p 2 14 1336 0 23612 2853
b 4 0 1350 0 4473 2072
b 4 0 1350 0 4552 2224
p 2 10 1339 1 22038 2706
b 4 0 1350 0 4906 2405
b 4 0 1350 0 4770 2340
p 2 0 1350 0 19367 2435
b 4 0 1350 0 4497 2234
b 4 0 1350 0 4353 2349
p 2 0 1350 0 21658 2576
b 4 0 1350 0 4436 2383
b 4 0 1350 0 3976 2192
p 2 2 1346 2 18923 2681
b 4 0 1350 0 3872 2127
b 4 0 1350 0 4062 2163
p 2 0 1347 3 18105 2485
b 4 0 1350 0 3705 1927
b 4 0 1350 0 4043 2110
p 2 0 1345 5 16916 2329
b 4 0 1350 0 4014 2135
b 4 0 1350 0 4258 2201
p 2 1 1348 1 20068 2528
b 4 0 1350 0 4352 2505
b 4 0 1350 0 4254 2421
p 2 73 1276 1 18555 2821
b 4 0 1350 0 3984 2191
b 4 0 1350 0 4353 2346
p 2 0 1347 3 16175 2374
b 4 0 1350 0 3970 2215
b 4 0 1350 0 3665 1993
p 2 0 1348 2 15879 2340
b 4 0 1350 0 3987 2202
b 4 0 1350 0 3847 2100
p 2 36 1314 0 20110 2738
b 4 0 1350 0 3684 2137
b 4 0 1350 0 3756 2038
p 2 15 1335 0 17158 2652
b 4 0 1350 0 3797 2145
b 4 0 1350 0 3418 1930
p 2 0 1346 4 15536 2371
b 4 0 1350 0 3446 1989
b 4 0 1350 0 3200 1934
p 2 6 1342 2 16042 2421
b 4 0 1350 0 3690 2100
b 4 0 1350 0 3725 2112
p 2 0 1350 0 17263 2464
b 4 0 1350 0 3527 2211
b 4 0 1350 0 4006 2265
p 2 1 1347 2 15699 2480
b 4 0 1350 0 2923 1713
b 4 0 1350 0 3182 1866
p 2 68 1275 7 16375 2641
b 4 0 1350 0 3728 2241
b 4 0 1350 0 3400 1845
p 2 1 1344 5 15841 2366
b 4 0 1350 0 3212 1757
b 4 0 1350 0 3017 1785
p 2 23 1315 12 14747 2421
b 4 0 1350 0 2935 1974
b 4 0 1350 0 2751 1801
p 2 0 1345 5 13287 2162
i 2 1350 0 0 35382 4660
b 4 0 1350 0 2293 1929
b 4 0 1350 0 2446 2040
p 2 0 1350 0 10091 2406
b 4 0 1350 0 1845 1597
b 4 0 1350 0 1948 1708
p 2 0 1338 12 8534 2209
b 4 0 1350 0 1690 1413
b 4 0 1350 0 1908 1541
p 2 0 1338 12 8205 2107
b 4 0 1350 0 2225 1849
b 4 0 1350 0 2570 2100
p 2 0 1347 3 13489 2434
b 4 0 1350 0 3181 2125
b 4 0 1350 0 3495 2315
p 2 34 1313 3 13189 2701
b 4 0 1350 0 2994 2146
b 4 0 1350 0 2696 1937
p 2 9 1325 16 13157 2573
b 4 0 1350 0 4176 2952
p 2 456 891 3 28567 4429
b 4 0 1350 0 3064 2292
p 2 5 1343 2 13921 2823
b 4 0 1350 0 3624 2494
p 2 49 1298 3 17576 3377
b 4 0 1350 0 3650 2402
p 2 16 1333 1 16881 3007
b 4 0 1350 0 2917 2126
p 2 9 1341 0 14444 2761
b 4 0 1350 0 3601 2438
b 4 0 1350 0 2774 1945
p 2 1 1335 14 13409 2496
b 4 0 1350 0 3517 2332
b 4 0 1350 0 2728 1808
p 2 1 1348 1 13074 2507
b 4 0 1350 0 2804 1810
p 2 27 1317 6 13953 2663
b 4 0 1350 0 3129 2150
p 2 62 1280 8 14839 2888
b 4 0 1350 0 4282 2833
b 4 0 1350 0 4756 3234
p 2 146 1203 1 19764 3795
b 4 0 1350 0 4622 2877
p 2 14 1335 1 16081 3300
b 4 0 1350 0 4136 2671
p 2 10 1330 10 13433 2978
b 4 0 1350 0 4190 2778
p 2 30 1311 9 14698 3093
b 4 0 1350 0 3883 2668
p 2 211 1129 10 17631 3720
b 4 0 1350 0 4971 3128
p 2 74 1275 1 18034 3543
b 4 0 1350 0 4567 2930
p 2 23 1321 6 16197 3250
b 4 0 1350 0 3494 2645
p 2 31 1319 0 14851 3218
i 2 1350 0 0 32154 3936
b 4 0 1350 0 2486 2420
p 2 0 1350 0 10656 2786
b 4 0 1350 0 2290 2206
b 4 0 1350 0 2374 2312
p 2 10 1340 0 9521 2524
p 2 203 1147 0 17039 3132
b 4 0 1350 0 4649 3568
p 2 383 967 0 11488 3901
p 2 284 1066 0 16364 3863
p 2 355 995 0 11744 3970
p 2 207 1143 0 10351 3441
p 2 60 1285 5 16302 3154
b 4 0 1350 0 3129 2859
b 4 0 1350 0 3133 2832
p 2 96 1254 0 14644 3487
p 2 157 1193 0 11862 3675
b 4 0 1350 0 4415 3627
p 2 78 1272 0 12133 3925
i 2 1350 0 0 14361 3865
i 2 1350 0 0 13944 4024
b 4 0 1350 0 2682 2462
p 2 27 1323 0 11456 2628
b 4 0 1350 0 2601 2511
b 4 0 1350 0 2333 2232
p 2 0 1347 3 10064 2628
b 4 0 1350 0 2591 2500
b 4 0 1350 0 2297 2233
p 2 4 1344 2 7231 2373
b 4 0 1350 0 2613 2394
p 2 155 1195 0 9816 2917
b 4 0 1350 0 3246 2997
b 4 0 1350 0 3581 3141
p 2 278 1071 1 12025 3349
p 2 402 948 0 15539 3773
p 2 105 1214 31 7655 3108
i 2 1350 0 0 6131 3991
i 2 1350 0 0 25678 3912
b 4 0 1350 0 3033 2678
p 2 95 1254 1 10555 2841
b 4 0 1350 0 2871 2544
b 4 0 1350 0 2386 2226
p 2 4 1344 2 10282 2666
i 2 1350 0 0 16430 4004
b 4 0 1350 0 2217 2134
b 4 0 1350 0 2124 2035
p 2 18 1331 1 7196 2601
b 4 0 1350 0 1758 1706
b 4 0 1350 0 1753 1712
p 2 24 1318 8 5991 2345
b 4 0 1350 0 1899 1725
b 4 0 1350 0 1903 1752
p 2 19 1308 23 5600 2309
b 4 0 1350 0 2171 1986
b 4 0 1350 0 2183 1949
p 2 69 1280 1 8923 2750
b 4 0 1350 0 2335 2185
b 4 0 1350 0 2391 2257
p 2 106 1240 4 7928 2975
b 4 0 1350 0 3466 2748
p 2 106 1232 12 7297 2999
b 4 0 1350 0 3497 2902
p 2 112 1231 7 7807 3095
b 4 0 1350 0 2921 2711
p 2 163 1180 7 9297 3326
b 4 0 1350 0 3463 2932
b 4 0 1350 0 3183 2733
p 2 25 1324 1 10140 3212
b 4 0 1350 0 2332 2205
b 4 0 1350 0 2173 2087
p 2 4 1337 9 8769 3084
b 4 0 1350 0 1648 1623
b 4 0 1350 0 1685 1657
p 2 12 1333 5 5977 2693
b 4 0 1350 0 2277 2155
b 4 0 1350 0 2394 2273
p 2 6 1342 2 9190 3110
b 4 0 1350 0 2451 2237
p 2 70 1278 2 8404 3059
b 4 0 1350 0 2669 2437
b 4 0 1350 0 2505 2350
p 2 28 1313 9 7770 2808
b 4 0 1350 0 3291 2929
b 4 0 1350 0 3151 2818
p 2 123 1223 4 8800 3142
b 4 0 1350 0 3481 3000
p 2 72 1269 9 8519 3053
p 2 10 1334 6 7734 2868
i 2 1350 0 0 23619 4349
b 4 0 1350 0 4094 2471
b 4 0 1350 0 5490 2881
p 2 182 1167 1 21434 3159
b 4 0 1350 0 7905 3489
p 2 227 1122 1 18202 3322
b 4 0 1350 0 7727 3248
p 2 86 1257 7 18632 3143
b 4 0 1350 0 4884 2956
p 2 62 1277 11 18815 3064
b 4 0 1350 0 7095 3331
p 2 88 1261 1 21885 3259
b 4 0 1350 0 5450 3553
p 2 59 1287 4 17795 3219
b 4 0 1350 0 4447 3065
p 2 78 1267 5 17395 3415
b 4 0 1350 0 5042 3344
p 2 92 1258 0 15805 3430
b 4 0 1350 0 4938 3299
p 2 69 1277 4 14046 3282
p 2 264 1085 1 16983 3652
b 4 0 1350 0 5800 4099
p 2 171 1179 0 16009 3935
p 2 176 1172 2 16924 3686
p 2 296 1049 5 13717 3671
b 4 0 1350 0 4811 3374
p 2 326 1024 0 23596 3902
b 4 0 1350 0 4670 3087
p 2 47 1301 2 21171 3274
b 4 0 1350 0 4177 2688
p 2 7 1342 1 16487 2761
b 4 0 1350 0 4536 2961
p 2 37 1313 0 19208 3171
b 4 0 1350 0 4485 3153
p 2 73 1277 0 17686 3299
b 4 0 1350 0 5146 3488
p 2 117 1233 0 17918 3351
b 4 0 1350 0 4524 3033
p 2 35 1315 0 22109 3449
b 4 0 1350 0 4333 2705
p 2 15 1335 0 19817 3082
b 4 0 1350 0 5890 3086
p 2 24 1326 0 19672 3052
p 2 10 1340 0 19166 2864
i 2 1350 0 0 35946 4398
p 2 213 1134 3 17110 3971
p 2 140 1204 6 15045 3698
p 2 75 1271 4 15361 3673
b 4 0 1350 0 5982 4092
p 2 207 1124 19 14270 4119
p 2 85 1265 0 16330 3871
p 2 103 1246 1 14549 4078
b 4 0 1350 0 5584 4240
p 2 163 1187 0 17298 4145
b 4 0 1350 0 5735 3934
p 2 143 1198 9 16927 4108
b 4 0 1350 0 4408 3251
p 2 152 1196 2 14176 3754
b 4 0 1350 0 4306 3257
p 2 70 1279 1 13403 3554
b 4 0 1350 0 3875 3077
p 2 84 1263 3 11990 3476
b 4 0 1350 0 4332 3243
p 2 71 1277 2 11484 3206
b 4 0 1350 0 3775 2913
p 2 26 1324 0 12653 3224
b 4 0 1350 0 4452 3269
b 4 0 1350 0 4183 3295
p 2 18 1332 0 17671 3315
b 4 0 1350 0 3670 3054
b 4 0 1350 0 3705 3169
p 2 8 1340 2 11348 3210
b 4 0 1350 0 4136 3452
b 4 0 1350 0 3960 3371
p 2 14 1336 0 11045 3130
b 4 0 1350 0 4253 3579
b 4 0 1350 0 4297 3563
p 2 12 1337 1 10622 3189
b 4 0 1350 0 4347 3803
b 4 0 1350 0 3989 3457
p 2 23 1324 3 11455 3202
b 4 0 1350 0 4238 3651
b 4 0 1350 0 3801 3353
p 2 27 1323 0 10661 3171
b 4 0 1350 0 4032 3594
b 4 0 1350 0 3674 3223
p 2 29 1320 1 11983 3302
b 4 0 1350 0 3389 3092
p 2 23 1324 3 10595 3201
b 4 0 1350 0 3608 3146
b 4 0 1350 0 3351 3088
p 2 68 1280 2 10582 3253
b 4 0 1350 0 3980 3166
b 4 0 1350 0 3247 2973
p 2 8 1341 1 10562 3179
b 4 0 1350 0 3093 2741
b 4 0 1350 0 2803 2677
p 2 16 1332 2 10759 2919
b 4 0 1350 0 2669 2553
b 4 0 1350 0 2805 2590
p 2 6 1342 2 15802 3075
b 4 0 1350 0 2811 2578
b 4 0 1350 0 2530 2410
p 2 13 1337 0 10415 2833
b 4 0 1350 0 3164 2778
b 4 0 1350 0 2568 2392
p 2 35 1313 2 9561 2762
b 4 0 1350 0 3101 2702
b 4 0 1350 0 2704 2541
p 2 19 1329 2 9032 2874
p 2 1 1347 2 8189 2634
i 2 1350 0 0 31074 4553
b 4 0 1350 0 3717 2162
b 4 0 1350 0 4217 2219
p 2 2 1345 3 14179 2329
b 4 0 1350 0 2929 1702
p 2 52 1289 9 13438 2566
b 4 0 1350 0 3494 2110
b 4 0 1350 0 2222 1471
p 2 3 1326 21 11941 2158
b 4 0 1350 0 2409 1700
b 4 0 1350 0 2411 1555
p 2 26 1307 17 11701 2308
b 4 0 1350 0 3647 2372
b 4 0 1350 0 2880 1629
p 2 5 1336 9 11535 2270
b 4 0 1350 0 2787 1872
b 4 0 1350 0 3126 1666
p 2 1 1330 19 11527 2119
b 4 0 1350 0 2841 1771
b 4 0 1350 0 2691 1613
p 2 1 1325 24 13023 2160
b 4 0 1350 0 2897 1717
b 4 0 1350 0 2662 1537
p 2 6 1313 31 13168 2106
b 4 0 1350 0 3694 2214
b 4 0 1350 0 2526 1584
p 2 3 1327 20 12266 2146
b 4 0 1350 0 2657 1790
b 4 0 1350 0 2328 1485
p 2 26 1286 38 14027 2268
b 4 0 1350 0 2763 1809
b 4 0 1350 0 2493 1625
p 2 2 1311 37 12752 2075
b 4 0 1350 0 2739 1828
b 4 0 1350 0 2243 1572
p 2 2 1305 43 12141 2104
b 4 0 1350 0 3357 2258
b 4 0 1350 0 2285 1566
p 2 50 1283 17 13982 2429
b 4 0 1350 0 2103 1571
b 4 0 1350 0 1676 1260
p 2 3 1297 50 10822 2127
b 4 0 1350 0 2056 1440
b 4 0 1350 0 2369 1290
p 2 1 1328 21 10336 1985
b 4 0 1350 0 3108 1777
b 4 0 1350 0 2314 1607
p 2 70 1250 30 11932 2457
b 4 0 1350 0 4410 2603
b 4 0 1350 0 2921 1869
p 2 0 1326 24 12754 2213
b 4 0 1350 0 2958 1832
b 4 0 1350 0 2578 1603
p 2 47 1266 37 13404 2422
b 4 0 1350 0 3050 1756
b 4 0 1350 0 2426 1414
p 2 1 1321 28 10305 2108
b 4 0 1350 0 3102 1759
p 2 14 1319 17 11711 2326
i 2 1350 0 0 28138 3950
b 4 0 1350 0 2600 2482
p 2 8 1342 0 11098 3096
b 4 0 1350 0 2695 2474
b 4 0 1350 0 2658 2455
p 2 3 1347 0 9010 2764
b 4 0 1350 0 3148 2628
b 4 0 1350 0 2717 2440
p 2 1 1344 5 8193 2649
b 4 0 1350 0 2743 2435
b 4 0 1350 0 2456 2283
p 2 4 1342 4 8231 2739
b 4 0 1350 0 4269 3103
b 4 0 1350 0 2671 2487
p 2 4 1346 0 8654 2750
b 4 0 1350 0 2988 2689
b 4 0 1350 0 2588 2442
p 2 5 1344 1 9179 2712
b 4 0 1350 0 2739 2502
b 4 0 1350 0 2284 2206
p 2 0 1350 0 7506 2635
b 4 0 1350 0 2247 2134
b 4 0 1350 0 2115 2042
p 2 0 1350 0 8512 2494
b 4 0 1350 0 4033 2930
b 4 0 1350 0 1976 1890
p 2 0 1347 3 6629 2349
b 4 0 1350 0 2407 2055
b 4 0 1350 0 2053 1911
p 2 0 1346 4 6415 2145
b 4 0 1350 0 2045 1948
b 4 0 1350 0 2592 2475
p 2 0 1348 2 10683 2569
b 4 0 1350 0 2024 1915
b 4 0 1350 0 1998 1928
p 2 6 1344 0 11411 2549
b 4 0 1350 0 2327 2008
b 4 0 1350 0 1816 1756
p 2 0 1350 0 5033 2120
b 4 0 1350 0 1926 1734
b 4 0 1350 0 1727 1664
p 2 3 1337 10 5309 2135
i 2 1350 0 0 31758 4269
b 4 0 1350 0 2690 2125
p 2 14 1336 0 11478 2702
b 4 0 1350 0 2968 2308
b 4 0 1350 0 2871 2182
p 2 9 1339 2 11553 2668
b 4 0 1350 0 3115 2290
b 4 0 1350 0 2849 2059
p 2 4 1346 0 12621 2500
b 4 0 1350 0 2979 1997
b 4 0 1350 0 2655 1821
p 2 1 1347 2 11661 2420
b 4 0 1350 0 4665 2936
b 4 0 1350 0 2723 1868
p 2 7 1341 2 11362 2409
b 4 0 1350 0 3431 2387
b 4 0 1350 0 2565 1940
p 2 3 1346 1 10974 2386
b 4 0 1350 0 2839 2025
b 4 0 1350 0 2393 1767
p 2 6 1333 11 11384 2302
b 4 0 1350 0 2414 1899
b 4 0 1350 0 2387 1941
p 2 3 1343 4 11107 2270
b 4 0 1350 0 3851 2594
b 4 0 1350 0 2240 1744
p 2 2 1342 6 11257 2348
b 4 0 1350 0 2950 2052
b 4 0 1350 0 2506 1895
p 2 8 1333 9 11476 2245
b 4 0 1350 0 2227 1711
p 2 0 1350 0 16362 2522
b 4 0 1350 0 2719 2041
b 4 0 1350 0 2558 1979
p 2 2 1347 1 13583 2562
b 4 0 1350 0 2336 1733
b 4 0 1350 0 2700 2045
p 2 5 1342 3 11141 2183
b 4 0 1350 0 2064 1641
p 2 0 1343 7 11453 2155
i 2 1350 0 0 28969 4434
b 4 0 1350 0 6111 3085
p 2 121 1229 0 25100 3547
b 4 0 1350 0 6080 3175
p 2 147 1203 0 23917 3471
b 4 0 1350 0 4436 2556
p 2 5 1343 2 19121 2941
b 4 0 1350 0 5830 3365
b 4 0 1350 0 6327 3535
p 2 100 1250 0 25893 3461
b 4 0 1350 0 5798 3136
p 2 127 1222 1 26974 3462
b 4 0 1350 0 6810 3058
b 4 0 1350 0 7610 3103
p 2 29 1320 1 22271 2871
b 4 0 1350 0 9105 3704
p 2 214 1136 0 22296 3504
b 4 0 1350 0 8197 3664
p 2 284 1066 0 22783 3718
p 2 125 1223 2 18586 3308
p 2 146 1200 4 15570 3522
p 2 170 1177 3 21157 3559
b 4 0 1350 0 9510 4068
p 2 205 1145 0 27387 3892
b 4 0 1350 0 6472 3596
p 2 101 1248 1 23835 3562
b 4 0 1350 0 6446 3317
p 2 78 1272 0 25630 3630
b 4 0 1350 0 5670 3090
b 4 0 1350 0 5214 2775
p 2 24 1326 0 23299 3312
b 4 0 1350 0 5330 2893
b 4 0 1350 0 5355 3378
p 2 2 1347 1 19177 2839
b 4 0 1350 0 5867 3417
b 4 0 1350 0 6023 3761
p 2 194 1156 0 22857 3721
b 4 0 1350 0 6574 3511
b 4 0 1350 0 5253 2893
p 2 21 1329 0 20930 2902
i 2 1350 0 0 26897 3967
b 4 0 1350 0 2363 2197
b 4 0 1350 0 2486 2302
p 2 1 1348 1 9743 2593
b 4 0 1350 0 2394 2117
b 4 0 1350 0 2176 1935
p 2 0 1348 2 8910 2462
b 4 0 1350 0 2308 2079
b 4 0 1350 0 2103 1940
p 2 2 1346 2 8700 2459
b 4 0 1350 0 2248 2075
b 4 0 1350 0 2524 2312
p 2 0 1347 3 13061 2479
b 4 0 1350 0 2583 2419
b 4 0 1350 0 2504 2266
p 2 0 1347 3 9878 2450
b 4 0 1350 0 2073 1923
b 4 0 1350 0 2047 1898
p 2 2 1344 4 8693 2417
b 4 0 1350 0 1973 1883
b 4 0 1350 0 2075 1958
p 2 0 1348 2 9435 2436
b 4 0 1350 0 2502 2303
b 4 0 1350 0 2363 2202
p 2 0 1350 0 13485 2640
b 4 0 1350 0 2059 1973
b 4 0 1350 0 2140 2069
p 2 0 1345 5 8049 2388
b 4 0 1350 0 1959 1884
b 4 0 1350 0 2074 1954
p 2 0 1346 4 8804 2413
b 4 0 1350 0 2033 1939
b 4 0 1350 0 2136 2016
p 2 0 1349 1 9029 2465
b 4 0 1350 0 2117 2030
b 4 0 1350 0 2229 2126
p 2 0 1348 2 12912 2767
b 4 0 1350 0 2861 2652
b 4 0 1350 0 2492 2377
p 2 4 1346 0 9567 2639
b 4 0 1350 0 2039 1946
b 4 0 1350 0 1980 1874
p 2 2 1337 11 8831 2511
b 4 0 1350 0 2016 1893
b 4 0 1350 0 2035 1908
p 2 4 1340 6 7970 2286
b 4 0 1350 0 1971 1804
p 2 1 1333 16 7103 2169
i 2 1350 0 0 27510 4137
b 4 0 1350 0 3336 2591
b 4 0 1350 0 3481 2614
p 2 19 1331 0 16462 2991
b 4 0 1350 0 3842 2990
b 4 0 1350 0 3825 2677
p 2 2 1348 0 12633 2833
b 4 0 1350 0 3357 2336
b 4 0 1350 0 3222 2281
p 2 3 1343 4 13502 2807
b 4 0 1350 0 3631 2483
b 4 0 1350 0 3556 2513
p 2 16 1332 2 19312 2934
b 4 0 1350 0 3859 2578
b 4 0 1350 0 4215 2681
p 2 11 1339 0 17421 2951
b 4 0 1350 0 4656 2909
b 4 0 1350 0 3961 3035
p 2 21 1329 0 17904 3163
b 4 0 1350 0 4437 2787
b 4 0 1350 0 4133 2610
p 2 11 1338 1 17945 3001
b 4 0 1350 0 4085 2613
b 4 0 1350 0 4572 2693
p 2 2 1348 0 16731 2932
b 4 0 1350 0 4408 2452
b 4 0 1350 0 3451 2520
p 2 3 1339 8 13951 2847
b 4 0 1350 0 4714 2823
b 4 0 1350 0 5303 3079
p 2 22 1328 0 17523 3071
b 4 0 1350 0 4729 2981
b 4 0 1350 0 4334 2716
p 2 15 1334 1 20403 3082
b 4 0 1350 0 4449 2616
b 4 0 1350 0 4454 2819
p 2 14 1330 6 17981 2937
b 4 0 1350 0 3814 2616
p 2 4 1346 0 15636 2958
i 2 1350 0 0 18341 4290
b 4 0 1350 0 4707 3360
b 4 0 1350 0 3830 3046
p 2 2 1345 3 11682 2971
b 4 0 1350 0 3174 2825
p 2 162 1187 1 12026 3527
b 4 0 1350 0 3443 2918
p 2 179 1171 0 12259 3623
b 4 0 1350 0 3305 2768
b 4 0 1350 0 3767 2963
p 2 206 1144 0 11906 3524
b 4 0 1350 0 3957 3105
b 4 0 1350 0 4148 3139
p 2 31 1319 0 10942 2783
b 4 0 1350 0 2837 2399
b 4 0 1350 0 3312 2712
p 2 59 1291 0 12636 2878
